"site_id","year","kelp","no3","waves"
201,2003,7019.75,6.0625,2.55775
202,2003,2989,6.04,2.6855
203,2003,36575.5,5.8875,2.1675
204,2003,200424.75,5.8875,2.41325
205,2003,41178,5.8875,2.44775
206,2003,24244.75,5.8875,2.55525
207,2003,13656.5,6.46,2.393
208,2003,136694.75,6.35,2.249
209,2003,395326.5,6.8,1.95825
210,2003,37923.25,6.945,2.181
211,2003,22206,5.51,2.7395
212,2003,28295.5,5.51,3.53975
213,2003,70132.75,5.3925,3.6845
214,2003,109672.25,5.4825,2.54
215,2003,55779.75,5.48,3.21525
216,2003,12303.5,5.01,2.54
217,2003,102174,5.0225,2.41225
218,2003,87948.25,5.1,2.1045
219,2003,31255,4.8575,2.73825
220,2003,26496.5,4.855,1.91425
221,2003,328.5,4.8675,1.91425
222,2003,41278,4.875,1.6815
223,2003,208749.25,4.875,1.989
224,2003,116152.5,4.875,1.9045
225,2003,96937.25,5.065,3.09375
226,2003,31963,4.775,2.67225
227,2003,147257,5.015,1.91625
228,2003,414858.5,4.8375,2.06075
229,2003,536141.25,4.7675,2.0245
230,2003,16356.75,4.7675,1.69725
231,2003,23637.5,4.75,1.94825
232,2003,232511.25,4.75,2.01475
233,2003,483763.25,4.505,2.381
234,2003,552512,4.5125,2.333
235,2003,139427,4.5125,2.33775
236,2003,328817.5,4.4025,2.3065
237,2003,36394.75,4.4225,2.56525
238,2003,624532.25,4.41,2.9045
239,2003,563944.75,4.4325,3.55025
240,2003,159108.5,4.4325,2.5945
241,2003,82309.5,4.49,2.62025
242,2003,1094,4.2375,3.43625
243,2003,45940.5,3.895,1.576
244,2003,27218.75,3.7625,1.504
245,2003,167829,3.5175,1.40175
246,2003,369587.25,3.47,1.37825
247,2003,626633.25,3.4425,1.4425
248,2003,751316.75,3.375,1.65225
249,2003,593625,3.3425,1.62675
250,2003,428303.75,3.2325,1.5665
251,2003,331065.25,3.22,1.684
252,2003,37900.75,3.1625,2.0865
253,2003,59783,3.1625,1.84725
254,2003,119480.75,3.125,1.74375
255,2003,111594.25,3.125,1.63825
256,2003,329968.5,3.08,1.348
257,2003,564933.75,3.0075,1.33575
258,2003,482386.25,2.75,1.4015
259,2003,82401.75,2.7725,1.3625
260,2003,31323.25,2.835,1.6755
261,2003,15897.75,2.705,1.81075
262,2003,3686.25,2.2375,1.18925
263,2003,35753.5,2.35,1.164
264,2003,9412.25,2.35,1.17825
265,2003,703319.5,2.26,1.1595
266,2003,268302.5,2.2325,1.17175
267,2003,112748.5,2.1725,1.169
268,2003,160157,2.2275,1.15775
269,2003,30840.25,2.1925,1.12575
270,2003,5879.25,2.15,1.102
271,2003,94856.75,2.145,1.0215
272,2003,15070.25,1.785,1.24375
273,2003,14608.5,1.65,1.3405
274,2003,386274.25,1.5925,1.4315
275,2003,189150.25,1.5625,1.2665
276,2003,87267.25,1.6525,1.315
277,2003,108900.25,1.62,1.117
278,2003,33178.5,1.4475,1.153
279,2003,313862.5,1.5475,1.31275
280,2003,162265,1.5475,1.25875
281,2003,56800,1.485,1.4465
282,2003,244985.5,1.475,1.25025
283,2003,206800,1.4425,1.171
284,2003,375186.25,1.3175,1.07
285,2003,2655.25,1.33,1.003
286,2003,271.5,1.33,0.758
287,2003,51228.25,1.1575,0.89575
288,2003,58164,1.1375,0.8965
289,2003,103560,1.05,1.043
290,2003,9209.25,1.08,1.1295
291,2003,7967.25,1.0175,1.15325
292,2003,17384.25,0.9875,1.178
293,2003,17973,1.0025,1.064
294,2003,38390.5,0.9375,0.586
295,2003,2325.25,0.965,0.8865
296,2003,12224.25,0.9375,1.16525
297,2003,83.5,0.9375,1.059
298,2003,7712.5,1.0275,1.32975
299,2003,65053.25,1.1725,1.181
300,2003,2157.25,1.225,1.186
301,2003,11935.75,1.2125,1.16325
302,2003,142956,0.655,1.28
303,2003,60198.5,0.655,1.37525
304,2003,78018.75,0.62,1.50375
305,2003,261619,0.6225,1.57225
306,2003,109081.5,0.6225,1.42975
307,2003,168351.5,0.56,1.20275
308,2003,898764.75,0.635,1.37775
309,2003,376060.25,0.6075,1.2765
310,2003,251308,0.6075,1.2695
311,2003,70876.5,0.6,1.173
312,2003,34023.25,0.6025,1.18875
313,2003,137526,0.62,1.21925
314,2003,67699.5,0.62,1.18025
315,2003,40976,0.5675,1.23325
316,2003,76551,0.5825,0.89075
317,2003,20036.75,0.57,0.7635
318,2003,222421.25,0.5675,0.787
319,2003,55148.75,0.585,0.8745
320,2003,44993.5,0.585,0.828
321,2003,41153.5,0.6125,0.94825
322,2003,5544.5,0.335,1.62625
323,2003,23220,0.3575,1.516
324,2003,51397.25,0.35,1.7155
325,2003,36998.75,0.3625,1.84825
326,2003,12965.75,0.3425,1.43675
327,2003,250.5,0.3425,1.646
328,2003,5087,0.3525,1.765
329,2003,282,0.3425,1.15125
330,2003,3581.5,0.3325,1.5005
331,2003,7466,0.3175,1.10925
332,2003,19393,0.325,0.81425
333,2003,9708.75,0.325,1.009
334,2003,4606,0.3275,1.02375
335,2003,37441.5,0.3,1.21875
336,2003,19077.5,0.3,1.28875
337,2003,30305,0.3,1.42925
338,2003,45036.75,0.3,1.453
339,2003,36544,0.3,1.4525
340,2003,38043.75,0.3175,1.4385
341,2003,75042.5,0.3475,1.4145
342,2003,31905.25,0.35,1.2975
343,2003,56139.5,0.35,1.30075
344,2003,73856.5,0.3525,1.63775
345,2003,1387.25,0.2075,1.06
346,2003,14450.5,0.1975,1.1165
347,2003,8500.75,0.1975,1.275
348,2003,2679.5,0.205,1.17525
349,2003,13791.75,0.15,1.14825
350,2003,3766.75,0.15,1.29375
351,2003,17849.25,0.145,1.452
352,2003,60877,0.1475,1.4935
353,2003,420503.25,0.1625,2.48525
354,2003,57799.75,0.17,1.96625
355,2003,131478.5,0.16,2.07925
356,2003,195093.75,0.1575,2.40325
357,2003,163928.25,0.19,1.9415
358,2003,628761,0.21,2.024
359,2003,563390,0.2,1.88475
360,2003,1004741.5,0.195,2.067
361,2003,42669.5,0.205,2.1445
1,2004,33056,5.56,2.64625
2,2004,16799.75,5.6525,4.28225
3,2004,34962.25,5.6,2.946
4,2004,9208.5,5.6225,2.86075
5,2004,1422.75,5.6925,2.857
6,2004,83896,5.6825,2.867
7,2004,8809.25,5.5075,2.685
8,2004,26884,5.4875,2.639
9,2004,6128.5,5.3425,2.58625
10,2004,8977.5,5.2275,2.454
11,2004,11679,5.2175,2.3605
12,2004,62841.75,5.215,2.58775
13,2004,117742.5,5.3825,2.353
14,2004,163785.25,5.3675,2.76625
15,2004,66582.5,5.2675,1.96075
16,2004,20855,5.25,2.2345
17,2004,292652,5.25,2.0415
18,2004,92621.75,5.135,2.008
19,2004,77045.75,5.075,1.8585
20,2004,46130,4.875,1.92
21,2004,48639,4.8425,1.941
22,2004,24301,6.24,0.818
23,2004,59849,6.1675,1.291
24,2004,121397.75,6.1675,1.23275
25,2004,142218,6.1325,2.3735
26,2004,300704.25,5.665,1.97075
27,2004,343966.5,5.665,2.68425
28,2004,298467.25,5.6525,3.4945
29,2004,126068.75,5.48,4.2055
30,2004,39083.25,5.415,3.94575
31,2004,422994.75,5.4775,4.48175
32,2004,2082,5.3825,4.283
33,2004,57935.5,5.3825,4.2075
34,2004,148628.75,5.245,4.03025
35,2004,373714.5,5.245,4.39025
36,2004,400872,5.12,2.7925
37,2004,346882.75,5.12,3.77475
38,2004,344592.25,5.12,3.09475
39,2004,250539.75,5.17,2.43725
40,2004,314183.75,5.14,2.52625
41,2004,342989.75,4.985,2.13475
42,2004,590030,4.985,2.50375
43,2004,621290.5,4.8925,2.7855
44,2004,91632,4.8875,1.845
45,2004,63137,5.0275,1.487
46,2004,135243.5,5.0175,2.35125
47,2004,40019.25,5.18,4.5715
48,2004,396666.25,5.18,3.82175
49,2004,316903.25,5.13,2.78825
50,2004,173444.75,5.0675,2.6795
51,2004,55828.5,5.06,4.09675
52,2004,124218.25,5.4575,5.07025
53,2004,302227.25,5.4575,4.454
54,2004,294253.75,5.49,3.56525
55,2004,365809.25,5.5775,3.27575
56,2004,28009.25,5.5775,4.1235
57,2004,275280,5.865,4.06525
58,2004,209717.75,6.35,3.663
59,2004,512855.75,6.35,3.87875
60,2004,366001.25,6.35,4.08025
61,2004,22741.75,6.9325,4.4355
62,2004,138444.75,7.475,3.8435
63,2004,130891.75,7.475,4.457
64,2004,932937.25,7.475,3.356
65,2004,81764.5,6.8675,4.21075
66,2004,112077.5,7.2675,4.06675
67,2004,70584,6.925,3.64025
68,2004,46554.75,6.925,4.08875
69,2004,51694.5,7.2,4.6365
70,2004,425721.75,7.23,4.098
71,2004,860430,7.82,3.64275
72,2004,206089.75,7.82,3.678
73,2004,48445.75,7.8075,4.33675
74,2004,3059,7.6775,4.53575
75,2004,53310.25,7.1625,4.8295
76,2004,795032.5,7.205,3.87425
77,2004,594556.5,7.325,3.637
78,2004,1539100.25,7.22,5.467
79,2004,1674577.25,7.0975,5.9825
80,2004,751263.75,7.065,4.24625
81,2004,88730.25,7.055,3.80425
82,2004,298347.5,7.25,3.8855
83,2004,222069.25,7.25,3.6385
84,2004,147823.5,7.205,2.49
85,2004,266054.75,7.2475,2.3595
86,2004,300721,7.2475,2.40325
87,2004,751404,7.28,2.30075
88,2004,170292,7.3775,2.44325
89,2004,336794.25,7.405,2.5755
90,2004,125180.5,7.34,2.6845
91,2004,428057,7.34,2.57925
92,2004,459161.75,7.34,2.22575
93,2004,415013.75,7.59,1.88425
94,2004,487124,7.59,2.28225
95,2004,200744.5,7.59,2.267
96,2004,82316.5,7.59,2.441
97,2004,47566.5,7.4575,3.03225
98,2004,106156.5,6.9575,2.86575
99,2004,96514,6.9375,2.3545
100,2004,96106.25,6.9375,2.612
101,2004,227088,6.94,3.01675
102,2004,251148.25,6.75,2.8695
103,2004,380233,6.8875,3.1135
104,2004,622574.75,6.68,3.68025
105,2004,318546.75,6.68,3.13125
106,2004,449315.75,6.6525,3.39175
107,2004,224526.75,6.65,2.82975
108,2004,266513,6.65,3.17875
109,2004,340608.5,6.65,4.12275
110,2004,63650.75,6.5275,3.403
111,2004,323177.5,6.5275,3.189
112,2004,397170.5,6.495,2.86625
113,2004,391803.25,6.41,2.38325
114,2004,105556.25,6.56,2.99175
115,2004,166644.75,6.36,3.64325
116,2004,882533.25,6.3225,3.8475
117,2004,972323.75,6.32,3.94325
118,2004,236119,6.1825,3.60725
119,2004,646915.5,6.29,3.75675
120,2004,497661.25,6.29,3.505
121,2004,203037.75,6.305,3.33525
122,2004,25394.5,6.225,2.5055
123,2004,55165.25,5.9975,2.929
124,2004,95822,6.085,2.70775
125,2004,1274.75,6.125,2.3665
126,2004,45421.5,6.0675,2.995
127,2004,215529.75,6.0675,2.7045
128,2004,47906.25,5.8725,2.72725
129,2004,61205.25,5.885,2.96925
130,2004,145579.5,5.94,3.052
131,2004,320736,5.94,3.36625
132,2004,315715.25,6.075,3.737
133,2004,57910.75,6.11,4.113
134,2004,476667.75,6.1125,3.32275
135,2004,218864.5,6.0425,3.9245
136,2004,8617.25,6.035,4.18825
137,2004,179710.5,6.03,4.08725
138,2004,19838.25,6.025,4.91875
139,2004,47910,5.95,3.497
140,2004,693900.5,5.95,3.09425
141,2004,706917.75,6.085,3.49575
142,2004,876093.75,6.085,3.20325
143,2004,221465.25,6.0825,3.4225
144,2004,206512,6.0825,2.83375
145,2004,186267.25,6.015,3.2695
146,2004,288262,6.0925,3.2005
147,2004,656800.75,6.085,3.1685
148,2004,723254.25,6.085,3.61525
149,2004,50503.75,6.085,3.4185
150,2004,293721.25,6.085,3.9935
151,2004,79943,6.1375,3.411
152,2004,26365.75,5.965,3.3905
153,2004,110048.25,6.085,3.2565
154,2004,293923.25,5.9675,3.2205
155,2004,57506.5,5.9675,3.40525
156,2004,37762.25,5.9775,3.922
157,2004,4886,5.84,3.4975
158,2004,3097.75,5.74,4.01725
159,2004,41987.5,5.7975,3.52875
160,2004,21415.25,5.7525,3.2805
161,2004,57892,5.7525,4.4285
162,2004,96073.75,5.7425,4.4205
163,2004,12591.25,5.1325,2.672
164,2004,93531.25,5.105,2.94875
165,2004,31956,5.1075,3.25375
166,2004,25278.75,5.1075,2.35425
167,2004,44326.75,5.12,2.81625
168,2004,80286,5.095,2.6605
169,2004,228741.75,4.9725,3.00575
170,2004,107338.75,5.0175,2.597
171,2004,93276.25,5.0175,3.543
172,2004,297442,5.2725,2.91125
173,2004,48602,4.835,2.8985
174,2004,239568.75,4.755,2.484
175,2004,110244.75,5.0675,2.1385
176,2004,61186.5,4.965,2.414
177,2004,16270.25,4.93,2.53225
178,2004,249536.25,4.93,2.5415
179,2004,290424.5,4.89,2.63075
180,2004,274176.25,4.4575,2.5195
181,2004,329498.5,4.4575,2.9
182,2004,289282.75,4.465,2.73325
183,2004,8211,4.95,3.01975
184,2004,70453.75,4.4825,3.21575
185,2004,82704.25,4.5775,3.113
186,2004,118252,4.5775,2.6505
187,2004,31314,4.37,3.323
188,2004,68123,4.5375,3.30475
189,2004,161924.5,4.5025,3.58075
190,2004,51888.25,4.5275,2.726
191,2004,295657.25,4.5275,3.23975
192,2004,54003.25,4.7325,2.92775
193,2004,13981.75,4.7175,3.10825
194,2004,14978,5.0225,3.02625
195,2004,202012.75,4.955,3.426
196,2004,125722.5,5.045,3.30825
197,2004,155572.25,5.0975,3.106
198,2004,137952.25,5.235,3.119
199,2004,21926,5.275,3.66025
200,2004,6392,5.3,3.47125
201,2004,37406.75,5.37,3.02275
202,2004,30610.25,5.3625,3.2315
203,2004,125771.5,5.55,2.5465
204,2004,704495.25,5.55,2.9275
205,2004,351590.75,5.55,2.8555
206,2004,278568.75,5.55,3.01
207,2004,127429.5,5.455,2.816
208,2004,414810.75,5.38,2.6485
209,2004,973550,5.4125,2.29275
210,2004,108210,5.97,2.445
211,2004,123419,4.7075,3.12325
212,2004,214289.25,4.7075,4.06
213,2004,237742.5,4.725,4.28
214,2004,268500.25,4.72,2.961
215,2004,86684.25,4.72,3.59925
216,2004,9785.75,4.835,3.04475
217,2004,49925.5,4.895,2.96225
218,2004,80344.5,5.1825,2.42175
219,2004,67410.5,5.445,3.234
220,2004,45262.5,5.445,2.25825
221,2004,1982.5,5.45,2.25825
222,2004,145315.75,5.4375,2.024
223,2004,163384.5,5.4375,2.275
224,2004,90595,5.4375,2.11225
225,2004,47032.25,4.1325,3.66775
226,2004,11409.5,4.045,3.13275
227,2004,138330.5,3.575,2.24375
228,2004,363483.75,3.3975,2.408
229,2004,392058.25,3.365,2.39875
230,2004,13608.25,3.365,2.0235
231,2004,11277.75,3.3525,2.32775
232,2004,103996.5,3.5375,2.39325
233,2004,128435.75,3.29,2.81275
234,2004,254299.5,3.255,2.72325
235,2004,110671.25,3.255,2.763
236,2004,86120.25,3.2,2.68925
237,2004,66489.75,3.2225,2.94
238,2004,946097.25,3.2075,3.42625
239,2004,597551.25,3.135,4.06075
240,2004,600603.5,3.135,2.99975
241,2004,75724.25,2.9175,3.081
242,2004,3741.75,2.6125,3.9545
243,2004,14088.75,2.255,1.74325
244,2004,8603,2.1525,1.72625
245,2004,54177,2.03,1.53725
246,2004,283244,2.03,1.50725
247,2004,627055.5,2.01,1.62625
248,2004,845543.25,1.9725,1.866
249,2004,1224150,1.9025,1.85575
250,2004,1249093.25,1.78,1.9615
251,2004,287411.75,1.785,2.02675
252,2004,11762.75,1.75,2.50275
253,2004,127508.75,1.75,2.19625
254,2004,174842.5,1.805,2.07825
255,2004,118175.75,1.805,1.906
256,2004,70480.25,1.7,1.34625
257,2004,195472.75,1.635,1.475
258,2004,95529,1.5725,1.58375
259,2004,13260.5,1.6275,1.58925
260,2004,15507.5,1.555,2.007
261,2004,11576,1.4675,2.03925
262,2004,2728.5,1.375,1.16475
263,2004,3699.5,1.315,1.13875
264,2004,8656.25,1.315,1.2165
265,2004,482203.25,1.325,1.22925
266,2004,172372.5,1.2,1.29725
267,2004,104372.25,1.2,1.25075
268,2004,92212.5,1.1275,1.236
269,2004,26453.5,1.125,1.201
270,2004,5026.75,1.1175,1.16375
271,2004,23803.25,1.1,1.0855
272,2004,4732.75,0.85,1.42475
273,2004,22512.5,0.8175,1.541
274,2004,866566.75,0.785,1.63475
275,2004,321745.75,0.7525,1.4505
276,2004,53933.75,0.7575,1.46725
277,2004,58892.25,0.7425,1.229
278,2004,111577.75,0.7275,1.324
279,2004,354888.5,0.7075,1.4915
280,2004,192645,0.7075,1.42
281,2004,19166,0.715,1.6165
282,2004,242506,0.7125,1.4255
283,2004,358678.75,0.7,1.3425
284,2004,293891.5,0.67,1.25575
285,2004,2776.5,0.66,1.157
286,2004,296.5,0.66,0.88625
287,2004,33195.75,0.6525,1.0525
288,2004,22147,0.645,1.0755
289,2004,26924,0.6325,1.205
290,2004,1741,0.6275,1.29125
291,2004,18850.75,0.6025,1.31675
292,2004,27332.75,0.5925,1.3325
293,2004,15385.25,0.5975,1.22575
294,2004,3227.25,0.545,0.69325
295,2004,2063,0.54,1.0825
296,2004,98419.75,0.5375,1.39325
297,2004,28710.25,0.5375,1.27275
298,2004,2277.25,0.5275,1.522
299,2004,0,0.5175,1.34825
300,2004,168.25,0.53,1.3225
301,2004,5648.5,0.5225,1.3065
302,2004,71010.75,0.3125,1.48825
303,2004,76942.75,0.3125,1.6435
304,2004,128965,0.3025,1.73425
305,2004,322139.25,0.3025,1.83225
306,2004,158172.5,0.3025,1.6795
307,2004,63798,0.3175,1.46125
308,2004,557407.25,0.315,1.65325
309,2004,176259.5,0.315,1.5385
310,2004,180780,0.315,1.4645
311,2004,33338.5,0.3125,1.41825
312,2004,15206.75,0.31,1.43325
313,2004,72976.75,0.31,1.46075
314,2004,59986.25,0.31,1.36375
315,2004,13560.25,0.3025,1.4245
316,2004,75189.25,0.3075,1.122
317,2004,19826.75,0.3125,0.98175
318,2004,144860.75,0.3075,0.98775
319,2004,34505.75,0.3175,1.10425
320,2004,23064,0.3175,1.046
321,2004,12411.5,0.31,1.16
322,2004,1045.5,0.2375,1.8415
323,2004,16450.75,0.2275,1.67975
324,2004,55959.75,0.2225,1.92425
325,2004,95489.75,0.245,2.09
326,2004,28852.25,0.225,1.627
327,2004,0,0.225,1.8585
328,2004,1803.25,0.2175,1.993
329,2004,487.25,0.2475,1.33125
330,2004,1305,0.2375,1.695
331,2004,5612.5,0.2375,1.28225
332,2004,4451.25,0.2475,0.9375
333,2004,3097,0.245,1.2055
334,2004,741.25,0.2525,1.15225
335,2004,6826,0.25,1.34875
336,2004,2998.75,0.2525,1.46375
337,2004,10439.75,0.2525,1.6215
338,2004,14846.5,0.2525,1.6285
339,2004,16151.75,0.25,1.62375
340,2004,10597.5,0.2525,1.59475
341,2004,29856.75,0.2525,1.572
342,2004,9834,0.2525,1.4775
343,2004,19147.25,0.26,1.487
344,2004,5500.75,0.26,1.814
345,2004,865.75,0.2125,1.1895
346,2004,4966.75,0.2075,1.2635
347,2004,1823.75,0.2075,1.453
348,2004,315.25,0.2025,1.35575
349,2004,3051.25,0.2075,1.30825
350,2004,1650.75,0.2125,1.46525
351,2004,3924.5,0.175,1.6815
352,2004,17011.5,0.1725,1.73
353,2004,253055,0.1875,2.702
354,2004,20672.75,0.185,2.18525
355,2004,164533.75,0.1775,2.3115
356,2004,129823.5,0.185,2.62475
357,2004,19440.5,0.2175,2.15225
358,2004,186230,0.22,2.23125
359,2004,144317,0.2175,2.07875
360,2004,104173.5,0.2075,2.27325
361,2004,37191,0.2175,2.3505
1,2005,17066.75,5.965,2.731
2,2005,2322.25,5.6025,4.2725
3,2005,19115.5,5.2325,3.04975
4,2005,2215.5,5.2925,2.962
5,2005,0,5.1575,2.93475
6,2005,32060,5.1525,2.924
7,2005,7484,4.975,2.66625
8,2005,6964.75,5.035,2.6595
9,2005,6064,5.0775,2.58875
10,2005,9661.5,4.9925,2.39625
11,2005,12707.5,4.9625,2.28775
12,2005,40208,4.965,2.55925
13,2005,51893.25,4.9775,2.2855
14,2005,106538,5.0625,2.7485
15,2005,33104.75,4.75,1.946
16,2005,12080,4.0825,2.2625
17,2005,152117.5,4.0825,2.008
18,2005,22064.5,3.9075,1.9415
19,2005,12117.5,3.9125,1.80125
20,2005,10011,3.9125,1.863
21,2005,14771.25,3.92,1.92825
22,2005,9584,3.76,0.80325
23,2005,9995,3.885,1.27975
24,2005,46188.5,3.885,1.202
25,2005,65389.5,3.865,2.25075
26,2005,230783.5,4.1025,1.859
27,2005,228682.5,4.1025,2.59525
28,2005,190386.25,4.105,3.3825
29,2005,55955.25,4.16,4.0695
30,2005,16568.75,4.2175,3.75275
31,2005,141209.75,4.255,4.28825
32,2005,585.75,4.2925,4.11425
33,2005,9459.75,4.2025,4.07775
34,2005,200265.75,4.185,4.0165
35,2005,505720.25,4.185,4.22775
36,2005,718029.25,4.2375,2.8215
37,2005,478620,4.2375,3.75575
38,2005,631301.25,4.2375,3.13175
39,2005,313745,4.25,2.38925
40,2005,311125.5,4.5125,2.5945
41,2005,473668.75,4.595,2.19075
42,2005,838477,4.595,2.5705
43,2005,583675.75,4.6025,2.7975
44,2005,49209.75,4.6075,1.795
45,2005,59345,4.55,1.49125
46,2005,128439.25,4.52,2.278
47,2005,47026,3.9875,4.23175
48,2005,513167.5,3.9875,3.64525
49,2005,546548.5,4.1875,2.7375
50,2005,293622.25,4.7425,2.74575
51,2005,64199,4.7425,3.9165
52,2005,167355,4.2675,4.887
53,2005,351389,4.2525,4.2435
54,2005,439663,4.78,3.44775
55,2005,524284.5,5.02125,3.26275
56,2005,58598.5,5.02125,4.02225
57,2005,351744,4.9675,3.967
58,2005,375203.75,5.085,3.67825
59,2005,708704.5,5.085,3.84425
60,2005,471128.5,5.085,4.00925
61,2005,35217.75,5.135,4.32575
62,2005,188916,5.1175,3.75425
63,2005,184823.75,5.1175,4.30025
64,2005,897634,5.1175,3.36875
65,2005,126582.25,4.7975,4.13075
66,2005,110403.75,4.015,3.953
67,2005,111867.25,4.0275,3.56775
68,2005,87556.75,4.0275,3.95025
69,2005,69875.75,4.195,4.49775
70,2005,578206,4.54,4.01875
71,2005,1090201.25,5.09,3.63625
72,2005,317777.5,5.09,3.6455
73,2005,145754.75,5.045,4.337
74,2005,532.25,5.705,4.365
75,2005,105542.25,5.7475,4.6275
76,2005,1157539.75,5.705,3.849
77,2005,666387.25,5.895,3.6585
78,2005,2405122.75,5.86,5.15125
79,2005,2334080,5.9275,5.88925
80,2005,1205199.25,5.055,4.13875
81,2005,219606.75,4.99,3.73025
82,2005,449806.75,6.615,3.89075
83,2005,411892.75,6.615,3.693
84,2005,79215.25,5.585,2.5425
85,2005,236640.75,5.695,2.3835
86,2005,380537.5,5.695,2.44225
87,2005,763472.25,5.695,2.322
88,2005,78443.75,5.6475,2.4925
89,2005,312528,5.64,2.695
90,2005,78877.25,5.6925,2.816
91,2005,329666.25,5.6925,2.6515
92,2005,376976.75,5.6925,2.21825
93,2005,400286.5,5.6225,1.954
94,2005,612024.75,5.6225,2.3815
95,2005,146139.5,5.6225,2.30525
96,2005,54069.5,5.6225,2.59525
97,2005,45103.25,5.5975,3.1745
98,2005,125934.75,5.895,3.093
99,2005,195553,5.875,2.4485
100,2005,100296.25,5.875,2.75725
101,2005,259606.75,5.88,3.14325
102,2005,301093,5.8175,3.005
103,2005,562127.5,5.7925,3.168
104,2005,720509.75,5.8325,3.6925
105,2005,784315.75,5.8325,3.2285
106,2005,682447.75,5.8225,3.45475
107,2005,408957.75,5.825,2.9095
108,2005,428320.25,5.825,3.26025
109,2005,554376.5,5.825,4.06
110,2005,69725.25,5.695,3.444
111,2005,411674.25,5.695,3.19425
112,2005,631304.75,5.925,2.9065
113,2005,443793.75,5.6625,2.4545
114,2005,106564.5,5.92,3.073
115,2005,174535.25,5.8925,3.584
116,2005,519969,5.8625,3.794
117,2005,590688.5,5.845,3.915
118,2005,106823.5,5.5075,3.502
119,2005,113642.5,5.65,3.742
120,2005,83422,5.65,3.61575
121,2005,64609.75,5.5575,3.37
122,2005,843.75,6.005,2.5835
123,2005,36846.25,6.145,3.0335
124,2005,87623,6.2075,2.83675
125,2005,1256.75,6.2225,2.477
126,2005,62200.25,6.135,3.091
127,2005,227597.75,6.135,2.8135
128,2005,80538.75,6.1075,2.81
129,2005,66471.5,6.1075,3.03875
130,2005,171010,6.725,3.112
131,2005,258119.5,6.7475,3.37475
132,2005,107324.25,5.86,3.73425
133,2005,61507.75,5.3275,4.03375
134,2005,258504.75,5.3,3.33225
135,2005,194103,4.905,3.8845
136,2005,17957.75,4.915,4.09825
137,2005,27316,4.9375,4.0145
138,2005,13928,4.95,4.72675
139,2005,45685.25,4.895,3.4985
140,2005,337331.5,4.8975,3.07475
141,2005,315471.75,4.9075,3.50775
142,2005,397602.75,4.9075,3.30625
143,2005,118774.5,4.8375,3.53425
144,2005,212557.75,4.8375,2.936
145,2005,55264.75,4.8775,3.27375
146,2005,381942.5,5.2275,3.2625
147,2005,425074.5,5.2275,3.211
148,2005,359626.25,5.2275,3.6225
149,2005,41544.5,5.2275,3.5365
150,2005,167721.25,5.2275,3.982
151,2005,105263.75,5.225,3.49225
152,2005,10999.75,5.33,3.43975
153,2005,70005,5.35,3.2555
154,2005,142132.25,5.29,3.26125
155,2005,33654.25,5.2875,3.42025
156,2005,3412.75,5.22,3.93325
157,2005,3239.75,5.38,3.497
158,2005,723.75,5.1675,3.9105
159,2005,47100.5,4.8725,3.499
160,2005,15361,4.8225,3.39075
161,2005,42467.75,4.8225,4.3135
162,2005,62904.5,4.88,4.3335
163,2005,4863.75,4.28,2.6985
164,2005,60344.25,4.2175,3.05475
165,2005,61008.5,4.2175,3.36275
166,2005,73867.75,4.2175,2.45925
167,2005,75820.75,4.2025,2.9265
168,2005,210445,4.1825,2.7575
169,2005,261508,3.9625,3.08525
170,2005,125342.5,4.15,2.683
171,2005,169240.75,4.18,3.7115
172,2005,413659.75,4.5225,3.05
173,2005,86119.75,4.2425,3.03825
174,2005,163393,4.275,2.5995
175,2005,56471.5,4.485,2.24225
176,2005,4205.5,4.585,2.505
177,2005,881,4.535,2.65
178,2005,72212.25,4.535,2.6555
179,2005,180401.25,4.6,2.75275
180,2005,101452.75,4.4075,2.662
181,2005,189412.75,4.4075,3.03925
182,2005,162948.25,4.39,2.826
183,2005,872.25,4.9275,3.12875
184,2005,15348.5,4.4975,3.295
185,2005,5358.25,4.595,3.18075
186,2005,46706.75,4.595,2.73625
187,2005,7409,4.56,3.407
188,2005,24053,4.775,3.39775
189,2005,6698.75,4.7675,3.65875
190,2005,43510,4.98,2.81125
191,2005,45943.25,4.98,3.3515
192,2005,176094.5,4.94,3.02625
193,2005,186185.75,4.8225,3.2
194,2005,382553,4.8525,3.106
195,2005,620193,4.805,3.5065
196,2005,248233,4.8025,3.3715
197,2005,558472.75,4.8025,3.19325
198,2005,143960,4.8275,3.228
199,2005,129645,4.8375,3.74575
200,2005,79056.5,4.8475,3.54125
201,2005,151433,4.9025,3.1185
202,2005,140816.25,4.8575,3.31175
203,2005,159113.5,4.94,2.69025
204,2005,330528.75,4.94,3.07225
205,2005,178973.5,4.94,3.0085
206,2005,106109,4.9425,3.05775
207,2005,47395.25,5.1875,2.96175
208,2005,207334,5.1725,2.7755
209,2005,387579.25,5.22,2.41675
210,2005,7421.25,5.3725,2.561
211,2005,46035.5,4.0875,3.1575
212,2005,125094.25,4.0875,3.94575
213,2005,107661.5,4.07,4.25525
214,2005,161185.5,4.2675,3.00625
215,2005,48505.5,4.2675,3.565
216,2005,29968.25,4.605,3.14925
217,2005,77435.25,4.5925,3.117
218,2005,42563,5.0575,2.5045
219,2005,35470,5.3375,3.151
220,2005,25812.5,5.3375,2.3025
221,2005,229.75,5.34,2.3025
222,2005,66611.75,5.315,2.186
223,2005,42041,5.315,2.3895
